央视频道,#genre#
广东影视,http://szhd.9966.org:9090/live/GZYSHD/hls.m3u8
广东岭南戏曲,http://szhd.9966.org:9090/live/lnxq/hls.m3u8
广州法治,http://tencentplaygsm.gztv.com/live/fazhi.m3u8
广州南国都市,http://tencentplaygsm.gztv.com/live/nanguodushi.m3u8
广州竞赛,http://tencentplaygsm.gztv.com/live/jingsai.m3u8
广州影视,http://szhd.9966.org:9090/live/GZYSHD/hls.m3u8
广州综合,http://szhd.9966.org:9090/live/GZZH/hls.m3u8
广州新闻,http://szhd.9966.org:9090/live/gzxw/hls.m3u8
珠海台,http://szhd.9966.org:9090/live/ZHUHAI1/hls.m3u8
佛山综合,http://szhd.9966.org:9090/live/FSZH/hls.m3u8
江门综合,http://szhd.9966.org:9090/live/JMZHHD/hls.m3u8
茂名综合,http://szhd.9966.org:9090/live/MMZH/hls.m3u8
湛江新闻综合,http://szhd.9966.org:9090/live/SJZH/hls.m3u8
汕头综合,http://szhd.9966.org:9090/live/STZH/hls.m3u8
汕尾新闻综合,http://szhd.9966.org:9090/live/SW1/hls.m3u8
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
番禺电视台,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
深圳都市,http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山南海,http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8

电影频道,#genre#
CHC家庭影院,http://36.129.204.120:65501/2057.m3u8
CHC动作电影,http://36.129.204.120:65501/2032.m3u8
CHC高清电影,http://36.129.204.120:65501/2041.m3u8
CHC影迷电影,http://183.237.243.155:8818/hls/92/index.m3u8
CHC影迷电影,http://183.237.243.155:8818/hls/122/index.m3u8
CHC家庭影院,http://183.237.243.155:8818/hls/120/index.m3u8
CHC动作电影,http://183.237.243.155:8818/hls/121/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
欢笑剧场,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000016/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000016&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8
CHC影迷电影,http://61.162.52.6:8088/newlive/live/hls/62/live.m3u8
CHC动作电影,http://61.162.52.6:8088/newlive/live/hls/61/live.m3u8
CHC高清电影,http://huangtong.x3322.net:9901/tsfile/live/1023_1.m3u8
CHC家庭影院,http://huangtong.x3322.net:9901/tsfile/live/1027_1.m3u8
CHC动作电影,http://huangtong.x3322.net:9901/tsfile/live/1028_1.m3u8
北京IPTV淘电影,http://39.134.135.80/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?accountinfo=~~V2.0~XOsrWMA-UCdUl1hQSR9EKw~KlErQUXVuBznNsk_8-4cGuvN4oWIYr277XxeOWBSJuska5xHKrAeI7I72_CIJ2tk:20230121144555,&GuardEncType=2&icpid=88888888&from=6&popid=6&hms_devid=3729&prioritypopid=6&vqe=3
北京IPTV淘电影,http://111.13.111.242:80/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?accountinfo=~~V2.0~XOsrWMA-UCdUl1hQSR9EKw~KlErQUXVuBznNsk_8-4cGuvN4oWIYr277XxeOWBSJuska5xHKrAeI7I72_CIJ2tk:20230121144555,END&GuardEncType=2&fbl=$超清
北京IPTV淘电影,http://39.134.135.80/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?zoneoffset=480&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=~~V2.0~XOsrWMA-UCdUl1hQSR9EKw~Q8NsqL2Ii48SUgC4QMl6hh6MtnXuZ2CwNhT-dTFoMLL2G3Q2BYmATYXRv1nKmDi5C1jJAt50zoNF4cIM-01_7rCa0ZemjVk37nsYr4Zr0bk~ExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240802122114%2C162944%2C119.123.69.186%2C20240802122114%2C10000100000000050000000003887498%2C162944%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007266384_0%2CEND&GuardEncType=2&from=6&popid=6&hms_devid=3729&prioritypopid=6&vqe=3
北京IPTV淘电影,http://39.134.135.80/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
北京IPTV淘电影,http://39.134.135.81/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
北京IPTV淘电影,http://39.134.134.84/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?servicetype=1&tenantId=8601&accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7EKlErQUXVuBznNsk_8-4cGuvN4oWIYr277XxeOWBSJuska5xHKrAeI7I72_CIJ2tk%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20230121144555%2C3067071%2C10.30.228.104%2C20230121144555%2C10000100000000050000000003887498%2C3067071%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201370%2C%2C%2C2%2C%2C10000100000000060000000007266384_0%2CEND&GuardEncType=2&icpid=88888888&from=6&popid=6&hms_devid=3725&prioritypopid=6&vqe=3
北京IPTV淘电影,http://39.134.134.85/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?servicetype=1&tenantId=8601&accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7EKlErQUXVuBznNsk_8-4cGuvN4oWIYr277XxeOWBSJuska5xHKrAeI7I72_CIJ2tk%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20230121144555%2C3067071%2C10.30.228.104%2C20230121144555%2C10000100000000050000000003887498%2C3067071%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201370%2C%2C%2C2%2C%2C10000100000000060000000007266384_0%2CEND&GuardEncType=2&icpid=88888888&from=6&popid=6&hms_devid=3725&prioritypopid=6&vqe=3
美亚电影台,http://cdn.1689.us.kg/smt1.php?id=meiyamovie_twn
AZTECA 1 HD,http://108.181.21.11:27347/livehttpplay?channel_id=23215
FOX SPORTS 2,http://108.181.20.255:27347/livehttpplay?channel_id=23508
重温经典,http://avd.iptviptv.site:9694/hls/716/index.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,http://gzbyth.cn:4021/udp/239.12.22.148:10001
1905国内电影,http://ygbh.live/1905.php?id=1905a
1905国外电影,http://ygbh.live/1905.php?id=1905b
1905电影,http://php.jdshipin.com:8880/1905.php?id=1905dy
黑莓电影,http://bxsl.667789.cn:88/hls/119/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
北京IPTV淘电影,http://mingjd.cn:7077/udp/239.2.1.250:8002
北京IPTV淘精彩,http://mingjd.cn:7077/udp/239.3.1.178:8001
北京IPTV淘Baby,http://mingjd.cn:7077/udp/239.3.1.238:8001
北京IPTV淘剧场,http://mingjd.cn:7077/udp/239.3.1.95:8001
北京IPTV萌宠TV,http://mingjd.cn:7077/udp/239.3.1.102:8001
北京IPTV淘精彩,http://bplwberp.zzmd.fun:8888/udp/239.3.1.178:8001
北京IPTV淘Baby,http://bplwberp.zzmd.fun:8888/udp/239.3.1.238:8001
北京IPTV淘娱乐,http://bplwberp.zzmd.fun:8888/udp/239.3.1.100:8001
北京IPTV淘剧场,http://bplwberp.zzmd.fun:8888/udp/239.3.1.95:8001
北京IPTV萌宠TV,http://bplwberp.zzmd.fun:8888/udp/239.3.1.102:8001
